 22025
1974psns.coll	C	IAU Colloq. 23: Planets, Stars, and Nebulae: Studied with Photopolarimetry
1974psns.conf	C	Planets, Stars and Nebulae Studied with Photopolarimetry
1974psri.rept	C	Publication of scientific results of the INTERCOSMOS collaboration
1974psrp.rept	C	Physical Sciences Research Papers Air Force Cambridge Research Labs
1974psvl.conf	C	Probl. Sovrem. Fiz.
1974ptge.conf	C	Probl. Teor. Gravit. Ehlementarn. Chastits
1974ptti.nasa	C	Sixth Ann. Precise Time and Time Interval (PTTI) Planning Meeting
1974pvpg.proc	C	Photovoltaic Power Generation
1974ram..cong	C	12th  Yugoslav Congress of Rational and Applied Mechanics
1974rdge.conf	C	Research for the Development of Geothermal Energy Resources
1974reph.proc	C	Reliability Physics 1974
1974rfph.conf	C	RF Plasma Heating
1974rimb.rept	C	Monthly Bulletin
1974risa.nasa	C	The Rings of Saturn
1974rnuo.conf	C	Reports of New Ultraviolet Observations
1974rpnl.conf	C	Research Programmes for the New Large Telescopes
1974rpon.book	C	Recent Problems in Optics and Nuclear Physics
1974rrpa.conf	C	Radiation and Remote Probing of the Atmosphere
1974rse..conf	C	Remote Sensing of Environment
1974rser.proc	C	Remote Sensing of Earth Resources
1974rtsx.book	C	Radio Telescopes. Submillimeter and X-ray Telescopes
1974safu.book	C	Study of air flows in the upper atmosphere
1974sai....16	C	Societ&agrave; Astronomica Italiana Meeting XVI
1974saos.book	C	Space Arrow: Optical studies of the atmosphere
1974sar..conf	C	Solar-Atmospheric Relations. Results of the Experiment "Sun-Atmosphere"
1974sast.conf	C	Solnechno-Atmosf. Svyazi v Teorii Klimata i Prognozakh Pogody
1974savu.conf	C	Some Aspects of Vacuum Ultraviolet Radiation Physics
1974scgc.conf	C	International Conference on Structure, Composition and General Circulation of the Upper and Lower Atmospheres and Possible Anthropogenic Perturbations
1974scpr.conf	C	Sed'mykh Chtenij, Posvyashch. Razrabotke Nauch. Naslediya i Razvitiyu Idej K. Eh. Tsiolkovskogo
1974sdua.conf	C	Developments in Atmospheric Science, 1: Structure and Dynamics of the Upper Atmosphere
1974seas.nasa	C	Seasat-A Sci. Contributions
1974shet.conf	C	Super-Heavy Elements - Theoretical Predictions and Experimental Generation
1974sis..conf	C	Stellar Infrared Spectroscopy
1974slat.rept	C	Status of Laser Applications Technology in the Field of Air-Purity Preservation
1974smdl.book	C	Superconducting Machines and Devices: Large Systems Applications
1974smws.conf	C	Stars and the Milky Way System
1974sowi.conf	C	Solar Wind Three
1974spam.work	C	Selected Problems in Applied Mechanics
1974spe..conf	C	Stellar Physics and Evolution
1974SPIE...44	C	Instrumentation in Astronomy II
1974SPIE...45	C	Coherent optics in mapping
1974SPIE...46	C	Image assessment and Specification
1974spop.conf	C	Space Optics
1974spre.conf	C	Space Research XIV
1974spre.meet	C	Space research XIV
1974stmp.conf	C	Scattering Theory in Mathematical Physics
1974stp.....1	C	Solar-Terrestrial Physics, Volume 1
1974stp.....2	C	Solar-Terrestrial Physics, Volume 2
1974stp.....3	C	Solar-Terrestrial Physics
1974svag.conf	C	Trudy 5-go Sezda Vses. Astron.-Geod. o-va. Kazan'
1974tam....22	C	Theoretical and Applied Mechanics. Volume 22
1974tcgx.conf	C	Transient Cosmic Gamma- and X-Ray Sources
1974tdep.conf	C	Turbulent Diffusion in Environmental Pollution
1974tftf.conf	C	Time and Frequency: Theory and Fundamentals
1974tree.nasa	C	Transl. on Eastern Europe:  Sci. Affairs, no. 438  (JPRS-63447)
1974trg..conf	C	Theory of relativity and gravitation
1974tsbb.nasa	C	Telescope Systems for Balloon-Borne Researc
1974ttt.....2	C	Technology Today for Tomorrow
1974tufl.book	C	Turbulent Flows
1974uam..book	C	The upper atmosphere in motion
1974uasg.proc	C	The Use of Artificial Satellites for Geodesy and Geodynamics
1974ucyr.conf	C	Uskorenie Chastits i Yader. Reaktsii v Kosmose
1974ultr.symp	C	Ultrasonics Symposium
1974vdit.conf	C	(Verein Deutscher Ingenieure, Tagung ueber Nichtkonventionelle Energiesysteme
1974vpdz....6	C	Vrashchenie i Prilivn. Deformatsii Zemli
1974vrwp.proc	C	ELF-VLF Radio Wave Propagation
1974vspr.conf	C	Vses. Simpoz. po Rasprostr. Submillimetrov. i Millimetrov. Voln v Atmosfere Zemli i Planet
1974vurp.conf	C	Vacuum Ultraviolet Radiation Physics IV
1974wesc.proc	C	Western Electronic Show and Convention
1974xrso.conf	C	X-radiation of the Sun and of Other Cosmic Objects
1974zlms.nasa	C	Basic Models for Interpretation of Zodiacal Light Measures and Light Scattering by Dust Particles of Different Shapes
1975aasc.conf	C	Antennas for Aircraft and Spacecraft
1975abnc.conf	C	The 500th Anniversary of the Birth of Nicholas Copernicus
1975acge...20	C	Advances in Cryogenic Engineering. Volume 20
1975acmp.proc	C	Advances in Computer Methods for Partial Differential Equations
1975acmw.work	C	Active Microwave Workshop Report
1975acoc.nasa	C	Acoustics of the Ocean
1975afcm.conf	C	Ann. Fr. Chronom&eacute;trie Microm&eacute;canique, Ann&eacute;e 1974
1975ahi..symp	C	Acoustical Holography and Imaging
1975aiaa.conf	C	AIAA Conference on the Exploration of the Outer Planets
1975aiaa.meet	C	AIAA, 13th Aerospace Sciences Meeting
1975aifo.rept	C	Instrumentation Papers Air Force Cambridge Research Labs.
1975aig..rept	C	Annu. Rep. Astron. Inst. Greece
1975AIPC...26	C	High-Energy Physics and Nuclear Structure
1975aisp....1	C	Atomic Inner-Shell Processes. Volume I: Ionization and Transition Probabilities
1975aisp....2	C	Atomic Inner-Shell Processes. Volume II: Experimental Approaches and Applications
1975ampa.conf	C	Saas-Fee Advanced Course 5: Atomic and Molecular Processes in Interstellar Clouds
1975ampi.proc	C	Atomic and Molecular Physics and the Interstellar Matter
1975apca.conf	C	Archaeoastronomy in Pre-Columbian America
1975apme.proc	C	23rd Japan National Congress for Applied Mechanics
1975arm..symp	C	Annual Reliability and Maintainability Symposium
1975asdm.proc	C	Active semiconductor devices for microwaves and integrated optics
1975ase..proc	C	Application of solar energy
1975asge.conf	C	Astronomy and Geodesy Vypusk 5
1975aso..conf	C	Conference on Scientific Research by Artificial Satellites Observations
1975aspg.meet	C	41st American Society of Photogrammetry Annual Meeting
1975ASSL...48	C	Neutron Stars, Black Holes and Binary X-ray Sources
1975ASSL...51	C	Atmospheres of Earth and the Planets
1975ASSL...52	C	The Magnetospheres of the Earth and Jupiter
1975ASSL...54	C	Image Processing Techniques in Astronomy
1975ASSL...55	C	Solid State Astrophysics
1975ASSL...57	C	The Scientific Satellite Programme during the International Magnetospheric Study
1975atep.proc	C	Atmospheres of Earth and the Planets
1975atm..conf	C	Advances in Test Measurement
1975atph.conf	C	Atomic Physics 4
1975atve.conf	C	The Atmosphere of Venus
1975aums.nasa	C	Automated Meteorological Systems
1975bole.proc	C	Boundary Layer Effects
1975bvpt.proc	C	Boundary Value Problems of the Theory of Heat Conduction
1975cbdp.rept	C	Contributions to Ballistics and Detonation Physics
1975ccdt.proc	C	Charge-Coupled Device Technology for Scientific Imaging Applications
1975ccs..book	C	Complex control systems
1975cemo.nasa	C	Cepheid Modeling
1975cesra...5	C	CESRA-5, Committee of European Solar Radio Astronomers
1975cfd..conf	C	2nd Computational Fluid Dynamics Conference
1975cisy.symp	C	18th Midwest Symposium on Circuits and Systems
1975coch.book	C	The Copernican Achievement
1975comm....1	C	11th International Conference on Communications, Volume 1
1975comm....2	C	11th International Conference on Communications, Volume 2
1975comm....3	C	11th International Conference on Communications, Volume 3
1975cora.nasa	C	Cosmic Rays
1975cosi.conf	C	Summer Computer Simulation Conference
1975crs..book	C	Cosmic Ray Studies
1975csme....3	C	Canadian Society for Mechanical Engineering, Vol. 3
1975cstm.proc	C	12th Annual Allerton Conference on Circuit and System Theory
1975ctqc.conf	C	Computational Techniques in Quantum Chemistry and Molecular Physics
1975cyt..conf	C	Copernicus, Yesterday and Today
1975dcdt.nasa	C	Data Compression During Telemetry (JPRS-65415)
1975dcpr.conf	C	Trudy Devyatykh Chtenij, Posvyashch. Razrabotke Nauch. Naslediya i Razvitiyu Idej E. Eh. Tsiolkovskogo, Kaluga
1975ddsy.conf	C	Conference on Display Devices and Systems
1975dglr.meet	C	DGLR Heat Transfer and Ablation
1975dgs..conf	C	La Dynamique des galaxies spirales
1975dsc..conf	C	3rd International Conference on Digital Satellite Communications
1975dses.conf	C	Dynamics and Evolution of Stellar Systems, p. 54 - 57
1975dsm..book	C	Determination of Spacecraft Motion
1975dsn..nasa	C	The Deep Space Network
1975duun.book	C	The Dusty Universe
1975easc.conf	C	EASCON '75; Electronics and Aerospace Systems Convention
1975easu.symp	C	Symposium on Earth Survey
1975ecas.rept	C	ECASTAR:  Energy Conservation: An Assessment of Systems, Technology and Requirements
1975edsd.symp	C	Energy Delta: Supply vs. demand
1975eee..proc	C	Energy - Environment - Engineering
1975eiss.conf	C	Effect of the Ionosphere on Space Systems and Communications
1975elco.conf	C	25th Electronic Components Conference
1975elco.proc	C	Electromagnetic Compatibility
1975emc..symp	C	International Symposium on Electromagnetic Compatibility
1975emzk.conf	C	Issled. Ehkstremal'no Molodykh Zvezdn. Kompleksov. Tashkent
1975enen.proc	C	Energy and the environment; Proceedings of the Third National Conference
1975ente.proc	C	Energy technology II
1975eomt.conf	C	2nd European Electro-Optics Markets and Technology Conference
1975eosd.conf	C	Electro-optical Systems Design Conference and International Laser Exposition
1975eseo.conf	C	Echo Signals from Elastic Objects (JPRS-63937)
1975esm..meet	C	European Solar Meeting
1975flma.conf	C	5th Conference on Fluid Machinery
1975fmet.symp	C	Flight Mechanics/Estimation Theory Symposium
1975frco.symp	C	29th Annual Symposium on Frequency Control
1975gaun.book	C	Galaxies and the Universe
1975giaa.book	C	Geophysical investigation in the Arctic and Antarctic regions
1975glae.symp	C	Greater Los Angeles Area Energy Symposium
1975grav.book	C	Problems of Gravitation
1975grhe.conf	C	Growth Rhythms and the History of the Earth's Rotation
1975gsip.rept	C	Gyroscopic Systems and Instruments of Precision Mechanics  (JPRS-64926)
1975guco.conf	C	AIAA, Guidance and Control Conference
1975hea..conf	C	High Energy Astrophysics
1975hfm.....1	C	5th Australasian Conference on Hydraulics and Fluid Mechanics,Volume 1
1975hsp..proc	C	High Speed Photography
1975hyec.conf	C	Hydrogen Energy Conference
1975iafe.rept	C	Instituto de Astronomia y Fisica del Espacio
1975IAUS...67	C	Variable Stars and Stellar Evolution
1975IAUS...68	C	Solar Gamma-, X-, and EUV Radiation
1975IAUS...69	C	Dynamics of the Solar Systems
1975iece.conf	C	Energy 10; Annual Intersociety Energy Conversion and Engineering Conference
1975ieee.conf	C	ICIASF '75; 6th International Congress on Instrumentation in Aerospace Simulation Facilities
1975ies.....1	C	Institute of Environmental Sciences, Annual Technical Meeting, Volume 1
1975ifac.proc	C	International Federation of Automatic Control, 6th Triennial World Congress
1975ika..conf	C	Issled. Kosmofiz. Aehron
1975imme.conf	C	Interaction of Meteor Matter with the Earth and Estimate of Meteor Matter Influx on the Earth and on the Moon
1975ims..book	C	Interactions on Metal Surfaces
1975inco.conf	C	Publications of Scientific Results of the "Intercosmos" Cooperation
1975inop.book	C	Integrated Optics
1975inra.conf	C	International Radar Conference
1975isa..conf	C	International Telemetering Conference
1975isab.conf	C	Proceedings of the 1975 ISABELLE Summer Study, Vol. 1
1975isrs....3	C	Investigation of Sun and Red Stars. 3
1975itaa.conf	C	Associazione Italiana di Aeronautica e Astronautica, 3rd National Congress
1975iugg.conf	C	Int. Union Geod. Geophys. Gen. Assem. 16
1975kfhy.conf	C	Kepler - Four Hundred Years
1975kolu.conf	C	Issled. Kosmich. Luchej. Moskva
1975kthe.proc	C	Key Technologies for the Hydrogen Energy System
1975laos.book	C	Laser Applications to Optics and Spectroscopy
1975laos.conf	C	Laser Applications to Optics and Spectroscopy
1975lein.conf	C	VII Leningrad International Seminar
1975lfrs.rept	C	Low-Frequency Radiations and Signals in the Magnetosphere
1975lisb.iafc	C	Lisbon International Astronautical Federation Congress
1975LNP....32	R	Particles, Quantum Fields and Statistical Mechanics
1975LNP....33	R	Classical and Quantum Mechanical Aspects of Heavy Ion Collisions
1975LNP....35	R	Numerical Methods in Fluid Dynamics
1975LNP....36	R	Kinetic theory of gases with discrete velocity distribution
1975LNP....37	R	Trends in Elementary Particle Theory
1975LNP....38	R	Dynamical Systems, Theory and Applications
1975LNP....39	R	Mathematical Problems in Theoretical Physics
1975LNP....40	R	Effective Interactions and Operators in Nuclei
1975LNP....41	R	Progress in Numerical Fluid Dynamics
1975LNP....42	R	H II regions and related topics
1975LNP....43	R	Laser Spectroscopy
1975lrma.conf	C	Low Radioactivity Measurement and Applications
1975lrml.conf	C	Lunar Ranging from a Mobile Laser Station. Part I: Lunar Laser Ranging
1975lspa.book	C	Lunar science: A post-Apollo view
1975lsrp.book	C	Laser Speckle and Related Phenomena
1975lti..proc	C	Laser Tracking Instrumentation
1975lwi..conf	C	Long-Wavelength Infrared
1975maco.book	C	Man and Cosmos: Nine Guggenheim Lectures on the Solar System
1975maco.nasa	C	Modern Achievements of Cosmonautics
1975mazb.conf	C	Magn. Ap-zvezdy. Baku, Ehlm
1975mcpr...14	C	Methods in Computational Physics. Volume 14 - Radio astronomy
1975mdst.symp	C	Modern Developments in Shock Tube Research
1975mehy.rept	C	Meteorology and Hydrology, No. 11, (JPRS-63948)
1975mosi.conf	C	Modeling and Simulation
1975mpcs.conf	C	Muon Physics, Volume III: Chemistry and Solids
1975mpi..rept	C	Max-Planck-Institut fuer Stroemungsforschung Goettingen 1925-1975: Publication celebrating the 50th anniversary of the Institut
1975mppa.conf	C	Modern Problems of Positional Astrometry
1975mpth.conf	C	Multicolor Photometry and the Theoretical HR Diagram
1975mpwi.conf	C	Muon Physics, Volume II: Weak Interactions
1975msmi.symp	C	Microwaves in Service to Man
1975mwm..conf	C	14th Midwestern Mechanics Conference
1975naec.conf	C	NAECON '75; Proceedings of the National Aerospace and Electronics Conference
1975NASSP.347	C	Aerodynamic Analyses Requiring Advanced Computers
1975NASSP.381	C	Aeronautical Propulsion
1975NASSP.390	C	Applications of Computer Graphics in Engineering
1975NASSP3094	C	Spacecraft Materials Guide
1975nate.book	C	Numerical and Asymptotic Techniques in Electromagnetics
1975nce..conf	C	Inter-noise 75; Proceedings of the International Conference on Noise Control Engineering
1975neu1.conf	C	Neutrino '75: IUPAP Conference: Volume I
1975neu2.conf	C	Neutrino '75: IUPAP Conference: Volume II
1975nfps.rept	C	Newsletter of the Forum on Physics and Society
1975ntc.....1	C	National Telecommunications Conference, Volume 1
1975ntc.....2	C	National Telecommunications Conference, Volume 2
1975NYASA.257	C	Role of Magnetic Fields in Physics and Astrophysics
1975NYASA.262	C	Seventh Texas Symposium on Relativistic Astrophysics
1975oams.conf	C	Optical Astronomy with Moderate Size Telescopes
1975ocr..proc	C	NATO ASIC Proc. 14: Origin of Cosmic Rays
1975odka.conf	C	Opredelenie Dvizheniya Kosmich. Apparatov. Moskva
1975oedp.book	C	Optical and Electrooptical Data Processing
1975oopg.conf	C	Optical Observing Programs on Galactic Structure and Dynamics
1975oopg.meet	C	Optical Observation Programs Concerning Galactic Structure and Dynamics
1975otec.work	C	2nd Ocean Thermal Energy Conversion Workshop
1975owpa.book	C	Optical Wave Propagation in the Atmosphere
1975pams.book	C	Problems of Analytical Mechanics and Stability and Control Theories
1975pcr..conf	C	Primary Cosmic Radiation
1975pdda.proc	C	Course on Plasma Diagnostics and Data Acquisition Systems
1975peac.conf	C	Physics of Electronic and Atomic Collisions: ICPEAC IX
1975peor.book	C	Progress in electro-optics: Reviews of recent developments
1975pes..conf	C	Power Electronics Specialists Conference
1975phot.proc	C	Photonics; Proceedings of the International Meeting
1975phpm.symp	C	Physics of the Hot Plasma in the Magnetosphere
1975pig1.conf	C	Phenomena in Ionized Gases, Twelfth International Conference
1975pllf.conf	C	Progress in Lasers and Laser Fusion
1975pllf.proc	C	Progress in lasers and laser fusion; Proceedings of the Second Orbis Scientiae
1975plph.conf	C	Plasma Physics -- Physique des Plasmas
1975pmec.coll	C	Joint Soviet-Am. Colloq. on the Probl. of MHD Energy Conversion  (JPRS-63794)
1975poak...90	C	Polska Akademia Nauk, Instytut Geofizyki, Materialy i Prace, vol. 90
1975pobs.conf	C	Problems of the Origin of the Bodies of the Solar System
1975pplc.nasa	C	Pract. Probl. on Longitudinal and Cross-blown Free Jets (ESA-TT-206)
1975ppts.conf	C	Probl. Proiskhozhd. tel Soln. Sist.
1975prbs.conf	C	Possible Relationships between Solar Activity and Meteorological Phenomena
1975prgr.book	C	Problems of Gravitation,
1975prko.conf	C	Probl. Kosmokhimii
1975prme.conf	C	Problems of Meteoritics
1975prw..book	C	Propagation of Radio Waves
1975psae.book	C	Problems in stellar atmospheres and envelopes.
1975psrd.proc	C	Power Sources 5; Research and Development in Non-Mechanical Electrical Power Sources
1975psrp.rept	C	Physical Science Research Papers Air Force Cambridge Research Labs.
1975ptge.conf	C	Probl. Teorii Gravitatsii i Ehlementarn. Chastits
1975ptre.nasa	C	Principles of the Theory of Radio Electron. Systems of Marine Objects (JPRS-65653-3)
1975pust.book	C	Pulsating Stars
1975pvs..conf	C	11th Photovoltaic Specialists Conference
1975qet..book	C	Quantum electronics: A treatise. Volume 1 - Nonlinear Optics. Part A
1975qtst.conf	C	Quantum Theory and the Structures of Time and Space
1975qugr.conf	C	Quantum Gravity
1975rame.conf	C	16th Radar Meteorology Conference
1975rcse.proc	C	IAU Colloq. 26: On Reference Coordinate Systems for Earth Dynamics
1975regr.conf	C	Relativity and Gravitation
1975rfph.conf	C	RF Plasma Heating
1975rgcr.conf	C	Res. Goals Cosmic-Ray Astrophys. in the 1980's
1975rgcr.rept	C	Research Goals for Cosmic-Ray Astrophysics in the 1980's
1975rmho.book	C	Recording Media for Holography
1975rsam.nasa	C	Possible Relationships between Solar Activity and Meteorol. Phenomena
1975rse..conf	C	10th International Symposium on Remote Sensing of Environment
1975RvPP....6	C	Reviews of Plasma Physics, Volume 6
1975sady.proc	C	Satellite Dynamics
1975sar..conf	C	Solar-Atmospherical Relations
1975sast.nasa	C	Significant Accomplishments in Science and Technology
1975scea.conf	C	The Solar Constant and the Earth's Atmosphere
1975sece.conf	C	Space Exploration: Conversion and Exploitation of Solar Energy
1975see..rept	C	Solar Energy for Earth: An AIAA assessment
1975seg..conf	C	NATO ASIC Proc. 21: Structure and Evolution of Galaxies
1975sens.meet	C	Society of Engineering Science, 12th Annual Meeting
1975snms.conf	C	Sb. Nauch.-Metod. Statej po Teor. Mekh
1975soam.proc	C	Symposium on Optical and Acoustical Micro-Electronics
1975spam.rept	C	Space Astrometry
1975spcp.conf	C	Solar Photovoltaic Conversion Program Conference
1975SPIE...48	C	Acquisition and analysis of pictorial data: The modern science of imagery
1975SPIE...49	C	Impact of lasers in spectroscopy
1975SPIE...50	C	Optical coatings: Applications and utilization
1975SPIE...51	C	Scanners and imagery systems for earth observation
1975SPIE...53	C	Laser recording and information handling technology
1975SPIE...54	C	Effective systems integration and optical design
1975SPIE...58	C	Effective utilization and application of small-format camera systems
1975SPIE...59	C	Simulators, and simulation: Design, applications, and techniques
1975SPIE...61	C	Optical methods in energy conversion
1975SPIE...62	C	Modern utilization of infrared technology: Civilian and military
1975SPIE...63	C	Guided optical communications
1975SPIE...65	C	Design, manufacture and application of metal optics
1975SPIE...66	C	Efficient transmission of pictorial information
1975SPIE...67	C	Long-wavelength infrared
1975SPIE...68	C	Optics in solar energy utilization
1975SPIE...69	C	Optical design problems in laser systems
1975SPIE...73	C	Quality assurance in optical and electro-optical engineering
1975spr..conf	C	Solar Phenomena Research
1975spre.conf	C	Space Research XV
1975spte.symp	C	11th International Symposium on Space Technology and Science
1975srbr.rept	C	European Sounding Rocket and Scientific Balloon Activity at High Latitudes, with Emphasis on the International Magnetospheric Study (IMS)
1975srcu.rept	C	Space Research Conducted in the USSR in 1974
1975sshm.meet	C	Meeting on Space Shuttle Missions of the 80's
1975sulh.nasa	C	Use of Lasers for Hydrographic Studies
1975svgv.conf	C	Soln. Veter i Geomagn. Vozmushcheniya
1975svm..conf	C	Subburi i Vosmushcheniya v Magnitosfere
1975swsi.nasa	C	Scattering of Waves by Statistically Irregular Surfaces
1975syne.proc	C	10th Symposium on Nondestructive Evaluation
1975tdds.conf	C	Time Determination, Dissemination and Synchronization
1975teau.conf	C	Telescope Automation
1975tehe.conf	C	Theories and Experiments in High-Energy Physics
1975thph.conf	C	AIAA, 10th Thermophysics Conference
1975tmnr.work	C	Turbulent Mixing in Nonreactive and Reactive Flows
1975tree.nasa	C	Transl. on Eastern Europe:  Sci. Affairs, no. 464  (JPRS-64751)
1975tsse.conf	C	Technology of Scientific Space Experiments
1975ttt..proc	C	Technology Today for Tomorrow
1975ucyr.conf	C	Uskorenie Chastits i Yader. Reaktsii v Kosmose
1975unae.conf	C	Unsteady Aerodynamics
1975wesc.proc	C	Western Electronic Show and Convention
1975wtft.symp	C	World Telecommunication Forum
1975xrat.rept	C	X-ray Astronomy and Related Topics
1975xris.conf	C	X-Rays in Space - Cosmic, Solar, and Auroral X-Rays, Volume 1
1975xtcg.work	C	Workshop on the Preliminary Results from the S-054 X-ray Telescope and the Correlated Ground-Based Observations
1976aaaf.coll	C	12th Association Aeronautique et Astronautique de France, Colloque d'Aerodynamique Appliquee
1976aaas.conf	C	AIAA and AAS, Astrodynamics Conference
1976abrt.conf	C	Astrophysics. Part B: Radio Telescopes
1976acae.coll	C	5th Colloque d'Acoustique Aeronautique
1976acsr....2	C	7th Symposium on Automatic Control in Space, Volume 2
1976aec..proc	C	Aspects of Energy Conversion
1976aert.conf	C	Atmospheric Effects on Radar Target Identification and Imaging
1976aes..book	C	Alternative Energy Sources
1976aes..conf	C	Advances in Engineering Science
1976afml.proc	C	The Accuracy of Flow Measurements by Laser Doppler Methods
1976afr..symp	C	Symposium on Alternate Fuel Resources
1976aig..rept	C	Annu. Rep. Astron. Inst. Greece
1976AIPC...28	C	Physics and Our World: A Symposium in Honor of Victor Weisskopf
1976amfa.proc	C	Applications of Methods of Functional Analysis to Problems in Mechanics
1976amgd.book	C	Aeromechanics and Gas Dynamics
1976anah.iafc	C	Anaheim International Astronautical Federation Congress
1976aokn.conf	C	Astrometr. Opredeleniya Koordinat Nebesnykh Obektov. Sverdlovsk
1976apap.book	C	Auroras and Precipitation of Auroral Particles
1976app..book	C	Advances in Plasma Physics
1976apso.nasa	C	Apollo-Soyuz Test Project
1976apsp.conf	C	Akt. Protsessy na Solntse i Probl. Soln. Nejtrino
1976arm..symp	C	Annual Reliability and Maintainability Symposium
1976arsa.conf	C	Arbeiten zur Satellitengeod&auml;sie
1976asex.conf	C	Astronomia Extragalactica
1976asme.meet	C	ASME Numerical/Laboratory Computer Methods in Fluid Mechanics
1976aspg.meet	C	American Society of Photogrammetry, 42nd Annual Meeting
1976ASSL...58	C	Magnetospheric Particles and Fields
1976ASSL...59	C	Spallation Nuclear Reactions and their Applications
1976ASSL...60	C	IAU Colloq. 29: Multiple Periodic Variable Stars
1976ASSL...61	C	Atmospheric Physics from Spacelab
1976atel.book	C	Atmospheric Electricity
1976atm..conf	C	Advances in Test Measurement
1976atps.proc	C	Atmospheric Physics from Spacelab, Eleventh ESLAB Symposium
1976atpu.proc	C	Atmospheric Pollution
1976atsp.proc	C	Advanced Technology for Signal Processing; Electronics Workshop
1976awes....1	C	Advanced Wind Energy Systems, Volume 1
1976awes....2	C	Advanced Wind Energy Systems, Volume 2
1976babo.conf	C	Contrib. Astron. Obs. Univ. "Babes-Bolyai"
1976bfs1.conf	C	Beam-Foil Spectroscopy, Atomic Structure and Lifetimes, Volume 1
1976bfs2.conf	C	Beam-Foil Spectroscopy, Collisional and Radiative Processes, Volume 2
1976bmp..proc	C	Bicentennial of Materials Progress
1976brvs.proc	C	Bundesmin. der Verteidigung  Selected Contrib. to Ballistics
1976bucu.rept	C	Contrib. Astron. Obs. Bucures&ccedil;ti
1976caam.proc	C	Calibration in Air Monitoring
1976ccdt.conf	C	Charge-Coupled Device Technology and Applications
1976ccfp.conf	C	Controlled Fusion and Plasma Physics
1976cegp.book	C	Chemical Evolution of the Giant Planets
1976cfms.proc	C	Clean Fuels from Biomass, Sewage, Urban Fefuse, Agricultural Wastes
1976cgen.conf	C	Cryogenic Engineering Conference
1976cgl..conf	C	Coal Gasification and Liquefaction
1976cmes.rept	C	Cooperation Mediterraneenne pour l'Energie Solaire
1976cmmt.proc	C	Combustion measurements: Modern techniques and instrumentation
1976cobe.conf	C	COBEM 75; Brazilian Congress on Mechanical Engineering
1976cofu.book	C	Controlled Fusion
1976conm....1	C	Contributions of the Observatory of New Mexico State University
1976coph.rept	C	Transactions of the Joint Seminar on Computational Physics
1976cosi.conf	C	Summer Computer Simulation Conference
1976coss.book	C	Communication Satellite Systems: An Overview of the Technology
1976cppa.conf	C	Computing in Plasma Physics and Astrophysics
1976cren.conf	C	6th International Cryogenic Engineering Conference
1976crgp...16	C	Cosmic Rays. Results of Researches on the International Geophysical Projects. No. 16
1976crsn.book	C	Cosmic Rays in the Stratosphere and in Near Space (Russian)
1976ctao.rept	C	Calendar of the Tartu Astronomical Observatory for the year 1977
1976cwrj.nasa	C	Collected Works of Robert T. Jones
1976deco.conf	C	15th Conference on Decision and Control and Symposium on Adaptive Processes
1976dges.book	C	Dynamics of the Galaxy and Extragalactic Systems
1976dkp..conf	C	Din. Kosm. Plazmy.
1976dlvp.conf	C	Daily and Latitude Variations of the Parameters of the Atmosphere and Corpuscular Radiation
1976dpa..book	C	Digital Picture Analysis
1976dsgs.rept	C	In Dornier System  Gas-Surface Interactions
1976dsn..nasa	C	The Deep Space Network
1976dtrc.book	C	Data Transmission on Radio Channels, Containing Statistically Inhomogeneous Media
1976eale.proc	C	Experimental Aspects of Laser and Electron-Beam Produced Thermonuclear Plasmas
1976eamh.proc	C	Engineering Aspects of Magnetohydrodynamics
1976easc.conf	C	EASCON '76; Electronics and Aerospace Systems Convention
1976ecty.proc	C	Energy Crisis: Two Years Progress Towards Self-Reliance
1976eear.conf	C	Emergence and Evolution of Active Regions of the Sun
1976ehe..conf	C	The Early History of the Earth
1976eiee...34	C	Elektrowaerme International, Edition A - Elektrowaerme im Technischen Ausbau, vol. 34
1976elco.conf	C	26th Electronic Components Conference
1976eltc.proc	C	Energy LA: Tackling the Crisis
1976emc..symp	C	International Symposium on Electromagnetic Compatibility
1976ence.proc	C	Engineering in a Changing Economy
1976enph.conf	C	Energy and Physics
1976enst.symp	C	Energy Storage Symposium
1976ente.proc	C	Environmental technology '76
1976eosd.conf	C	Electro-optical Systems Design Conference and International Laser Exposition
1976epia.conf	C	Electron and Photon Interactions with Atoms
1976erpa.rept	C	Environmental Research Papers. Air Force Geophysics Lab.
1976ESASP.115	C	European Programmes on Sounding-Rocket and Balloon Research in the Auroral Zone
1976escs.book	C	Energy Storage, Compression, and Switching
1976etc..proc	C	Energy Technology III: Commercialization; Proceedings of the Third Conference
1976euco.proc	C	The Engineering Uses of Coherent Optics
1976eumw.conf	C	6th European Microwave Conference
1976evss.nasa	C	Evolution of the Solar System
1976femf.symp	C	International Symposium on Finite Element Methods in Flow Problems
1976femi.conf	C	Fiz. i Ehmpirich. Modelir. Ionos
1976feps.conf	C	Future energy production systems: Heat and mass transfer processes
1976fia..book	C	Far Infrared Astronomy
1976fmcp.book	C	Flight mechanics. Collection of papers dedicated to the sixtieth anniversary of the academician Vladimir Vasil'evich Struminskii
1976fpdy.conf	C	9th Fluid and Plasma Dynamics Conference
1976fras.conf	C	Frontiers of Astrophysics
1976frco.symp	C	30th Annual Frequency Control Symposium
1976frte.rept	C	Freq. Re-use Transmission Expt. at 180 Mbps over the Jungfrau Link
1976fsam.conf	C	Fiz. Soln. Aktivnosti. Moskva
